age_months,mileage_km,fast_charge_pct,climate_zone,soh_pct
89.3,158242,98.9,cold,84.58
4.7,84784,6.5,temperate,93.29
44.2,99873,93.2,hot,87.06
68.3,135259,50.2,hot,87.47
14.4,122329,50.4,temperate,90.58
4.5,15853,92.2,cold,93.5
13.3,48948,50.7,temperate,93.39
88.2,82200,43.8,hot,88.42
0.9,114117,27.2,temperate,93.42
18.1,68498,65.9,cold,89.87
3.0,83544,57.0,temperate,91.72
10.6,109785,21.4,cold,90.11
59.5,168532,70.9,temperate,86.54
23.2,38745,64.4,hot,91.05
54.6,141478,39.7,temperate,88.79
56.7,153706,0.4,temperate,91.63
81.5,73820,44.7,cold,92.9
0.5,90870,0.6,temperate,93.03
81.9,110837,7.5,temperate,91.35
59.4,127361,43.1,temperate,88.02
15.6,74705,8.2,temperate,93.12
74.2,93004,27.6,temperate,91.1
82.1,84666,65.5,temperate,91.45
24.4,34375,30.9,temperate,96.04
88.2,85902,99.8,temperate,87.57
43.6,112891,91.6,temperate,89.22
57.9,90443,58.5,hot,86.85
94.5,104768,96.7,temperate,86.59
34.7,111949,86.8,temperate,87.88
78.1,147475,31.9,temperate,88.35
30.6,90172,75.0,temperate,90.31
76.7,176132,13.7,cold,86.95
57.7,94308,68.5,cold,89.28
20.8,117612,49.1,temperate,90.59
39.7,42139,1.7,hot,95.5
30.5,114191,27.4,temperate,91.44
7.5,124862,95.5,temperate,88.64
2.9,103979,31.6,temperate,93.43
33.3,97278,18.1,temperate,93.38
1.8,76735,18.8,cold,94.2
15.9,55634,47.9,hot,93.35
69.6,139553,84.3,temperate,88.13
68.0,149095,75.8,hot,84.29
70.9,178874,43.7,temperate,88.53
30.4,84468,20.9,temperate,91.4
85.4,78558,4.6,temperate,92.24
57.0,119009,46.3,temperate,88.42
12.1,24365,81.5,cold,96.75
13.8,40869,73.0,cold,92.94
66.5,94901,40.9,temperate,90.16
16.6,101559,59.5,cold,90.46
48.7,62640,43.6,temperate,92.8
95.2,99232,57.9,cold,88.4
0.4,5716,51.8,hot,97.19
1.6,106115,68.1,hot,87.14
95.3,162667,50.8,hot,85.29
56.1,51565,94.1,hot,90.14
12.2,13548,42.8,temperate,97.64
86.1,138825,1.6,hot,90.18
84.5,104335,23.6,temperate,90.39
51.5,114503,50.1,hot,89.86
59.7,101896,54.1,hot,87.77
26.2,132652,55.2,cold,90.02
4.8,38579,71.5,temperate,93.76
57.1,129063,27.5,cold,87.99
28.3,30067,66.5,temperate,93.75
63.7,167793,70.4,hot,86.7
80.3,184591,41.1,temperate,86.21
1.7,90142,40.2,temperate,95.22
57.2,103483,17.9,hot,89.64
22.2,44902,41.4,cold,95.46
83.9,167413,78.7,temperate,84.49
24.4,108656,90.9,temperate,89.47
58.6,75496,59.4,temperate,91.43
53.1,98429,29.9,temperate,92.12
38.0,87229,68.2,hot,90.3
65.1,153379,74.0,cold,85.24
69.7,140123,33.2,temperate,89.8
54.4,122535,82.7,hot,89.16
72.8,138653,7.4,hot,88.04
94.4,111130,1.1,temperate,88.8
40.3,78147,12.3,cold,93.65
49.4,46646,15.6,cold,93.82
1.2,95431,87.9,temperate,91.17
76.4,115642,42.5,cold,89.67
49.9,94207,27.5,temperate,91.17
39.2,62080,42.9,hot,91.9
9.0,32657,39.5,temperate,95.62
85.4,141711,30.1,hot,89.11
37.9,59507,13.8,hot,93.6
65.5,62312,65.6,temperate,89.94
14.3,104051,13.7,hot,91.03
92.3,122100,77.5,cold,87.09
17.1,59904,20.2,cold,93.18
19.2,67722,73.1,temperate,90.28
82.5,166524,80.6,temperate,86.04
87.6,111507,12.5,temperate,91.47
20.4,107936,8.7,hot,91.68
45.1,150329,95.0,hot,85.86
70.4,137984,46.3,hot,87.51
84.3,122071,63.0,hot,87.76
36.4,120059,2.3,hot,91.78
49.6,96309,27.9,hot,87.61
71.2,109069,50.5,hot,88.25
70.2,121525,88.6,cold,87.63
75.2,100763,27.1,hot,89.29
54.7,58105,77.5,hot,90.54
10.0,58151,66.2,temperate,94.24
86.8,87181,11.5,temperate,92.02
83.1,118499,29.3,temperate,91.52
76.6,130680,23.8,hot,89.73
9.6,119674,44.3,temperate,91.02
19.6,20698,63.5,temperate,94.64
71.4,134063,43.3,temperate,85.19
2.2,56779,24.5,temperate,95.27
94.0,80769,69.6,temperate,88.16
36.2,60117,58.4,temperate,92.82
69.1,71763,51.9,hot,90.59
85.2,97021,55.4,temperate,90.54
37.9,64519,22.2,hot,94.65
30.6,73687,68.0,hot,90.95
58.4,112184,38.8,temperate,92.9
55.8,46598,36.3,hot,92.97
39.3,52156,15.0,hot,92.26
57.8,59370,59.7,temperate,91.31
89.8,140791,60.3,temperate,86.79
44.9,76900,34.0,cold,92.81
18.9,81547,86.0,cold,89.6
36.2,56795,84.5,cold,91.0
37.8,34436,10.9,temperate,95.5
12.6,123453,69.5,hot,88.83
15.6,26027,39.4,temperate,96.71
65.7,69988,100.0,temperate,90.43
32.6,44744,22.5,temperate,96.26
91.7,194145,28.1,hot,84.25
23.4,93607,44.2,hot,92.71
9.5,81149,26.9,hot,91.77
72.3,178684,69.2,hot,82.61
84.6,81096,48.1,hot,88.22
26.7,139189,22.1,cold,90.09
19.4,40649,50.6,hot,95.3
17.8,89630,88.9,temperate,89.76
50.1,92171,79.2,cold,88.8
45.0,83548,49.9,temperate,91.22
24.9,132504,28.8,temperate,91.16
4.3,21521,18.0,temperate,96.9
46.2,158168,87.8,hot,84.73
92.1,122242,71.0,temperate,86.07
62.6,130055,57.2,cold,87.34
47.6,155789,87.9,temperate,87.69
10.6,15767,12.2,cold,97.52
24.2,130939,68.2,cold,87.85
28.3,91719,21.7,temperate,94.17
73.4,145712,12.1,temperate,88.53
84.2,88039,46.6,temperate,92.23
86.6,136138,38.7,temperate,90.07
94.5,159587,94.1,temperate,84.92
94.3,133339,32.4,temperate,86.84
91.5,94838,81.5,cold,90.9
6.9,35040,74.9,hot,94.48
13.2,113551,66.8,temperate,89.99
29.2,28494,92.0,hot,93.49
53.1,129295,40.8,temperate,90.2
9.3,127685,39.0,cold,92.4
81.2,68562,16.1,cold,91.51
59.2,68666,27.6,temperate,93.15
52.1,124286,88.0,temperate,86.32
15.9,20424,47.4,hot,96.0
24.3,91035,34.1,hot,91.73
15.4,94905,21.6,hot,92.87
81.8,138732,48.5,cold,87.31
56.1,90560,71.7,hot,88.77
70.6,142484,28.7,cold,87.31
28.4,94998,75.8,hot,90.65
35.6,54617,63.0,temperate,94.45
38.9,99965,78.8,temperate,89.0
73.0,166630,25.1,temperate,88.34
74.1,141808,63.1,temperate,87.89
19.9,73160,15.4,temperate,94.18
90.4,113913,36.4,cold,87.19
11.6,19959,72.4,temperate,93.35
86.0,101045,63.2,hot,87.1
9.6,9374,18.8,hot,94.75
25.4,139558,85.8,temperate,89.51
81.3,94416,5.3,temperate,92.35
17.2,112144,59.5,temperate,90.52
39.7,53323,98.4,temperate,88.56
43.2,70021,53.2,temperate,89.88
23.5,69814,80.1,cold,91.35
68.2,95748,59.5,temperate,92.31
81.7,163909,78.3,temperate,84.67
84.0,184889,65.6,temperate,85.96
32.6,132181,69.1,cold,87.75
51.0,60897,22.8,temperate,93.61
23.8,113075,74.2,cold,90.87
23.5,37337,23.8,hot,94.48
15.5,122506,98.1,temperate,87.75
90.2,137347,22.8,temperate,90.6
85.2,111405,23.7,temperate,90.31
74.6,81032,85.9,hot,89.74
49.7,42830,24.3,temperate,93.6
47.1,69002,36.1,temperate,94.39
50.9,152062,71.5,cold,87.0
51.5,138597,15.9,temperate,90.44
41.7,151140,15.9,hot,88.91
12.6,22632,48.6,temperate,95.07
12.1,81115,24.4,temperate,93.75
91.4,107038,23.6,hot,88.66
46.3,103715,0.9,temperate,93.55
91.5,114711,37.0,temperate,89.19
15.7,47102,31.8,hot,92.7
53.2,113215,3.1,temperate,89.65
19.9,38616,62.1,temperate,91.95
24.3,76551,62.7,cold,92.42
2.9,80502,7.1,temperate,93.72
11.4,24898,31.7,hot,96.25
88.0,185019,87.3,cold,83.65
30.9,86410,58.2,temperate,91.33
58.4,146994,41.2,hot,87.92
44.6,115670,46.5,cold,89.86
38.4,117236,20.8,hot,87.12
51.1,128487,81.2,cold,87.06
18.0,119991,91.4,temperate,89.37
94.9,152721,91.1,cold,86.77
78.6,98851,22.4,cold,92.62
71.2,71270,31.1,hot,89.57
45.0,110251,16.1,cold,90.73
14.7,20193,30.7,hot,94.07
88.4,102608,33.3,temperate,92.07
32.8,34596,63.3,temperate,94.95
4.8,69875,19.0,hot,95.13
32.9,46633,91.9,hot,91.48
76.3,136805,10.3,hot,90.28
59.8,144721,0.7,hot,90.54
72.1,158693,85.5,hot,86.02
76.2,100636,70.4,cold,89.19
20.3,82831,35.5,temperate,92.44
88.7,141464,59.5,cold,87.67
42.0,91786,22.4,cold,92.89
61.3,129735,16.8,temperate,89.87
0.2,25395,47.1,temperate,96.26
95.4,196979,35.3,cold,86.17
27.0,34241,61.5,temperate,96.01
6.0,104472,21.8,temperate,92.15
44.0,107952,66.3,cold,88.96
12.4,39705,76.7,temperate,94.14
14.6,101667,16.7,temperate,93.5
60.7,60720,4.4,cold,93.03
37.7,124364,44.0,temperate,92.13
88.5,144546,77.4,cold,86.4
30.6,38823,65.1,hot,93.48
69.7,67635,70.2,hot,91.98
44.3,126988,40.3,temperate,89.17
63.4,87948,23.5,hot,90.8
57.6,154692,53.2,cold,85.58
45.4,129271,20.4,hot,89.33
91.2,159788,72.6,temperate,83.98
32.9,60850,19.7,hot,94.36
17.0,99252,29.1,cold,92.72
65.1,168025,50.7,temperate,86.42
81.2,78668,48.7,hot,89.74
3.9,42360,60.1,hot,95.46
43.2,64131,43.7,temperate,91.38
85.7,118589,91.9,cold,86.91
72.0,149049,84.0,cold,86.61
95.2,136254,87.9,hot,82.92
51.0,111001,63.0,temperate,90.25
63.4,90498,63.5,hot,87.17
29.0,41153,60.9,temperate,93.48
91.0,107835,43.5,temperate,88.13
35.2,132468,32.2,hot,91.0
70.9,131371,59.2,temperate,86.73
38.7,77610,2.6,cold,91.53
53.9,139734,0.7,hot,89.67
69.1,65317,85.2,hot,88.9
48.9,71182,4.6,hot,91.15
87.1,100179,52.5,hot,89.11
40.3,151788,61.5,hot,84.56
62.1,136498,19.8,temperate,88.38
32.9,101523,89.6,hot,87.94
39.2,33251,19.0,temperate,96.35
42.2,57321,88.5,cold,92.53
12.1,86330,76.3,cold,92.56
8.8,52904,24.1,temperate,95.17
64.1,164313,15.1,hot,84.49
62.9,144208,31.6,hot,88.25
63.6,106719,39.8,hot,91.07
1.9,91523,24.6,cold,95.37
31.3,143172,99.9,cold,87.15
19.0,71142,23.0,temperate,92.57
74.7,139355,83.1,hot,85.0
82.6,179090,15.9,temperate,89.55
23.7,49575,98.0,hot,89.6
64.1,159815,22.6,cold,86.51
12.4,22054,42.2,hot,96.68
26.4,99826,55.9,temperate,90.46
13.3,105033,12.0,temperate,91.57
27.2,96434,81.7,hot,91.28
64.8,113443,27.5,temperate,90.97
87.4,146908,54.9,cold,86.24
19.4,34401,55.0,hot,92.62
52.0,69235,60.3,temperate,94.06
67.3,88499,5.5,temperate,92.45
91.5,147967,16.9,hot,89.08
58.6,101833,16.1,hot,91.72
24.5,49746,30.2,hot,93.34
60.0,155975,14.5,hot,87.34
30.8,70510,92.2,temperate,92.58
93.7,131614,51.3,cold,89.23
38.4,81138,62.4,temperate,89.03
65.8,76667,35.7,cold,92.13
2.2,89653,27.6,temperate,93.74
38.4,85820,50.3,temperate,90.29
84.0,71959,29.4,temperate,92.33
58.6,164500,34.4,hot,85.16
42.6,133407,45.3,hot,87.87
89.8,161702,50.6,temperate,85.62
82.0,172610,98.4,cold,83.19
30.9,134594,22.3,temperate,90.34
52.3,84063,48.8,hot,89.21
47.0,112501,15.0,cold,92.9
60.7,123633,35.0,hot,89.33
32.1,58805,71.7,cold,94.06
23.4,46171,17.4,cold,94.85
87.6,86683,58.1,cold,88.91
88.7,153028,41.7,cold,89.0
81.0,161176,5.2,hot,86.79
93.9,169571,93.3,temperate,84.18
71.5,97552,41.4,cold,90.93
73.4,85805,78.4,temperate,88.09
73.2,115441,41.6,hot,89.37
46.1,104066,93.7,hot,88.54
43.8,146807,29.0,hot,89.89
23.1,124197,41.2,temperate,91.53
61.9,161513,75.9,temperate,87.7
27.8,125177,34.4,cold,90.11
24.7,136374,36.4,cold,88.69
56.3,102737,99.5,temperate,90.79
39.4,38495,55.6,hot,91.06
21.0,27536,68.9,temperate,92.55
78.3,112118,64.3,hot,88.32
82.6,99768,82.8,hot,89.36
16.1,33809,86.2,hot,93.19
0.7,114985,56.3,hot,92.8
32.3,50341,29.5,hot,91.23
76.6,178926,2.3,temperate,87.3
80.6,158435,61.4,hot,83.13
13.3,87980,82.5,hot,91.51
74.3,143069,45.1,hot,85.11
11.1,49033,16.5,temperate,94.19
37.4,108776,28.8,temperate,91.88
95.9,102292,51.0,hot,89.49
18.5,127932,83.7,hot,88.03
14.8,48532,17.2,cold,96.02
40.6,64446,61.2,temperate,92.74
59.5,134913,75.3,temperate,87.28
89.6,153406,93.6,temperate,83.96
94.2,132622,11.7,cold,89.67
6.7,81465,92.6,cold,91.92
13.2,30179,60.1,temperate,95.88
75.9,144058,76.7,temperate,87.06
26.0,54124,5.4,hot,93.27
84.9,103528,50.6,temperate,90.4
63.7,72538,62.3,temperate,91.09
10.7,48833,30.7,hot,94.2
79.9,106352,43.2,cold,89.0
16.9,68610,55.4,cold,91.87
40.7,56730,55.3,hot,93.01
53.0,67336,4.2,cold,91.83
48.1,105070,43.9,hot,88.52
65.9,70358,21.4,temperate,92.39
62.7,134883,91.7,cold,88.34
95.2,192637,97.7,hot,83.12
95.9,131169,30.0,temperate,86.85
49.6,149449,17.5,temperate,90.98
9.1,19414,22.0,hot,98.34
69.9,63382,47.8,temperate,90.59
93.8,164697,87.5,hot,80.67
30.6,116789,50.0,temperate,90.14
44.3,138064,5.5,hot,91.08
40.8,40800,4.0,hot,96.69
4.9,97342,22.7,temperate,92.4
64.5,98966,84.3,hot,89.99
33.9,64668,62.1,temperate,89.57
75.6,83760,56.3,temperate,90.08
79.9,186091,31.9,cold,85.32
78.8,73338,92.9,hot,89.8
40.0,132574,33.1,cold,91.06
30.9,102463,83.5,temperate,90.74
71.9,148115,89.6,hot,83.38
76.9,149517,48.3,cold,88.1
47.2,142313,89.4,temperate,87.51
85.7,93498,27.7,temperate,88.97
13.8,11612,65.8,temperate,93.0
84.4,142149,8.8,temperate,90.57
9.2,50151,47.4,cold,94.16
14.7,27137,21.7,temperate,94.89
51.2,65044,6.3,cold,93.37
6.5,45211,0.4,temperate,97.27
5.1,12653,32.5,cold,97.06
0.0,6871,59.0,cold,95.35
41.9,144828,45.5,hot,90.14
74.4,99422,30.2,hot,90.95
3.3,120655,99.1,temperate,88.96
62.6,167905,94.0,temperate,84.72
79.0,82959,12.6,temperate,92.67
16.1,99231,41.5,cold,90.41
14.1,83846,64.9,cold,92.09
82.6,151742,73.3,temperate,84.7
79.0,77393,36.6,temperate,91.47
51.7,65743,74.6,hot,88.93
78.6,74733,12.4,temperate,91.32
8.9,79917,33.2,hot,95.24
37.9,149949,71.6,temperate,87.55
70.8,139662,62.6,temperate,87.82
24.7,105888,83.7,temperate,87.2
72.2,178337,4.7,temperate,87.2
48.4,121696,17.4,temperate,91.34
72.0,64843,4.8,hot,92.79
44.6,141215,19.2,hot,86.43
35.3,73194,0.4,cold,94.18
21.0,18059,50.4,cold,95.67
20.0,77538,52.8,hot,93.44
72.1,172561,65.8,hot,83.94
11.4,40393,38.5,temperate,92.57
8.3,65860,0.3,temperate,94.49
16.9,34957,67.4,temperate,92.8
16.8,20951,5.4,hot,97.68
79.0,75514,86.6,temperate,86.39
38.3,119122,2.3,hot,90.49
95.1,182920,53.0,hot,85.84
13.2,28173,89.5,hot,93.31
62.7,86881,57.2,temperate,91.67
43.1,59302,60.8,temperate,90.33
37.7,34656,68.2,hot,90.72
84.0,136419,12.2,temperate,91.21
93.7,162038,67.5,temperate,85.93
83.8,147574,88.0,cold,85.54
18.5,61950,97.4,cold,89.93
21.2,84265,44.3,hot,91.96
63.0,63778,34.5,cold,90.86
27.8,41643,75.3,temperate,94.49
70.5,170593,54.3,temperate,89.63
54.4,136695,25.7,temperate,90.14
52.9,154801,17.2,hot,87.37
79.5,176285,17.0,hot,83.25
68.2,134770,45.9,cold,86.08
2.6,113515,17.0,temperate,94.95
4.7,53961,2.0,temperate,95.23
57.7,48559,5.2,temperate,94.26
46.7,46404,93.0,hot,91.52
25.0,33953,7.3,hot,97.43
40.2,44935,7.3,temperate,95.0
72.8,102837,45.1,temperate,89.58
79.4,150281,24.5,cold,88.01
53.9,139776,96.3,temperate,85.84
37.0,101655,91.1,temperate,88.46
26.0,39228,40.5,cold,94.86
50.1,131502,44.9,hot,88.51
30.2,67756,37.5,temperate,95.75
54.2,46687,3.8,temperate,95.47
65.0,87803,29.3,hot,92.01
6.3,44958,12.3,hot,94.79
0.1,32995,10.2,hot,98.42
20.4,114407,56.1,hot,89.04
85.9,162752,9.9,temperate,88.7
62.0,135170,10.3,hot,89.93
16.5,30437,48.1,temperate,95.19
85.5,168161,44.2,hot,88.34
45.1,118858,13.8,hot,92.05
45.7,61468,0.4,hot,95.13
89.8,152615,19.3,hot,88.04
5.7,62780,23.6,cold,97.07
20.7,69936,80.0,hot,89.43
56.2,60316,91.5,hot,91.42
18.8,77835,40.6,hot,91.25
65.2,66354,40.5,temperate,91.56
20.6,36838,71.2,temperate,94.4
9.5,23838,62.7,cold,96.54
19.9,131052,18.4,temperate,89.77
40.6,68002,10.8,temperate,93.32
16.9,56716,43.8,temperate,94.09
12.9,49425,56.5,cold,93.6
82.6,176613,13.9,temperate,88.46
30.8,93188,29.3,hot,95.67
34.6,139160,30.6,temperate,90.26
5.3,40413,26.1,cold,95.12
34.3,42370,46.1,temperate,92.43
25.4,87931,65.3,cold,90.57
58.6,90303,50.9,cold,89.24
19.7,112660,20.1,hot,92.02
85.3,176600,10.3,cold,87.58
89.2,131082,82.2,temperate,86.3
9.6,124550,47.9,temperate,93.15
10.3,74954,6.2,temperate,94.0
11.1,41737,25.8,cold,95.4
59.5,108243,80.4,temperate,89.44
11.7,14235,75.2,temperate,96.15
81.8,164671,87.6,hot,85.52
72.4,72514,60.2,temperate,91.5
78.7,102635,42.3,cold,90.87
50.5,109923,42.7,temperate,89.51
95.7,84891,19.4,hot,91.46
4.2,13052,65.1,cold,97.0
38.5,115635,58.5,cold,91.2
31.1,34528,15.5,temperate,93.7
91.1,133142,88.6,hot,84.2
55.4,86792,36.8,temperate,92.57
77.4,91865,5.0,hot,87.87
16.4,36281,32.8,hot,95.55
93.9,169900,87.0,temperate,85.9
47.9,154076,91.7,cold,85.15
47.4,56315,49.0,temperate,92.3
93.2,192833,95.6,cold,81.36
36.6,101830,87.5,cold,88.35
38.2,108801,82.5,hot,87.75
56.1,131971,86.0,hot,85.6
12.3,94738,38.2,temperate,91.62
30.8,124064,75.6,cold,88.21
18.5,73473,57.7,temperate,92.17
9.9,72266,72.0,temperate,94.65
83.1,108151,17.8,temperate,90.22
56.6,59777,73.1,temperate,91.87
34.4,108451,95.8,temperate,88.0
39.2,36727,30.3,hot,93.29
41.4,67598,98.6,hot,87.59
60.8,61960,37.8,hot,89.82
89.0,97029,20.0,cold,89.1
89.5,151270,11.2,cold,88.4
37.6,106737,78.5,cold,90.35
31.6,76868,55.5,hot,89.14
43.3,46904,30.7,temperate,93.46
54.5,97440,60.8,hot,87.57
44.3,79275,33.2,temperate,92.06
63.2,139155,44.8,hot,88.78
53.2,113835,86.3,cold,87.38
30.8,84645,66.8,hot,90.42
33.2,86096,76.2,temperate,92.38
36.3,146243,58.3,cold,88.48
9.1,98326,99.1,temperate,89.15
15.9,72923,24.1,hot,93.69
69.4,115356,26.2,cold,88.84
37.4,34305,9.3,temperate,96.28
20.6,130264,55.4,temperate,90.3
54.0,83315,61.3,temperate,89.17
72.5,91156,72.6,cold,89.32
24.7,140523,33.5,temperate,89.75
79.4,152386,1.2,temperate,89.87
89.0,79884,63.2,temperate,91.17
57.3,55218,99.9,hot,90.24
64.2,56576,29.5,cold,92.4
5.0,76160,18.4,hot,95.51
90.8,84229,28.2,temperate,90.28
37.7,143405,42.5,temperate,87.4
88.7,186341,25.1,hot,81.4
55.6,111845,34.7,temperate,90.33
0.4,74366,63.8,temperate,92.51
3.7,38111,34.5,hot,96.28
65.3,62110,39.6,hot,89.13
54.0,133509,4.0,cold,89.43
2.5,14337,91.8,cold,95.53
71.4,69744,40.7,temperate,90.69
81.8,105518,32.8,hot,89.63
47.7,41209,8.6,hot,93.66
44.7,89345,63.4,hot,89.8
0.5,85360,86.4,temperate,92.74
75.5,159094,4.1,cold,89.53
31.7,98974,14.5,temperate,92.61
84.4,171926,14.6,hot,85.5
35.8,78625,60.2,cold,90.7
54.2,147059,92.1,temperate,87.15
26.0,82404,43.8,hot,90.5
15.4,39611,34.4,temperate,95.06
74.4,175290,76.6,hot,83.63
47.7,72724,74.3,cold,90.49
51.5,46063,24.7,temperate,92.99
92.7,106354,16.1,temperate,88.45
92.5,121089,35.8,temperate,89.77
82.1,110613,77.6,cold,88.88
18.0,77969,69.5,temperate,89.69
57.1,153517,66.6,temperate,87.46
84.3,105332,82.9,hot,88.38
35.9,92450,27.7,cold,92.57
9.7,48905,34.0,temperate,94.61
77.9,163490,4.2,hot,86.35
46.2,57453,86.9,cold,91.01
54.2,57573,58.2,hot,91.61
94.3,138931,29.8,hot,87.39
58.3,129203,6.9,temperate,90.37
40.8,129461,72.3,hot,86.32
35.5,100354,74.9,temperate,90.41
40.1,126272,66.6,hot,88.59
11.4,56597,20.4,hot,95.0
76.3,67524,91.3,hot,88.98
80.4,80949,75.3,hot,90.72
27.3,27398,65.8,cold,93.15
29.2,63777,65.1,temperate,93.85
83.9,129406,90.4,temperate,85.82
2.3,44676,92.8,temperate,94.85
50.0,108909,59.6,temperate,91.18
44.5,94767,41.7,hot,90.09
66.3,136563,36.4,hot,89.86
15.7,93107,81.9,temperate,91.25
64.2,91634,64.5,temperate,88.98
36.2,71684,7.7,cold,93.24
59.4,119715,14.2,cold,91.7
3.8,74779,90.0,cold,92.98
44.3,74702,88.4,hot,88.31
50.1,81418,95.2,hot,88.61
20.6,100432,42.8,hot,91.37
13.4,88859,78.4,cold,90.34
18.1,31284,82.8,cold,96.24
33.0,80456,31.6,cold,92.68
9.3,114870,14.5,hot,92.16
90.9,80142,99.7,cold,89.6
38.9,135019,3.0,temperate,90.51
77.7,84299,59.7,cold,91.06
93.5,138823,65.0,temperate,85.07
7.8,57379,68.2,hot,92.54
62.6,53349,25.6,hot,93.83
83.7,179560,72.2,cold,86.34
60.9,105330,21.6,temperate,90.21
41.2,148834,82.9,temperate,85.93
41.4,68895,21.9,temperate,94.11
3.4,106825,69.7,temperate,90.47
51.3,153455,78.3,cold,85.99
95.4,146303,18.9,hot,88.37
92.0,101018,23.8,hot,88.81
3.9,85462,77.9,cold,89.46
67.8,122341,8.6,temperate,89.1
29.0,137485,19.1,hot,89.83
86.7,124952,45.6,hot,85.29
4.3,35831,93.0,hot,93.15
89.8,91464,56.2,hot,87.03
80.4,150834,38.8,hot,88.64
11.3,126294,97.8,hot,90.78
5.7,8187,46.4,temperate,95.63
80.1,155630,43.4,cold,87.19
15.0,123692,41.2,cold,89.46
51.4,51766,31.2,temperate,93.28
87.9,86480,32.6,hot,92.11
54.5,128431,68.8,cold,87.3
38.1,109534,4.1,cold,91.53
42.7,43861,68.2,temperate,91.66
6.1,105180,20.1,hot,94.15
93.0,140311,38.4,hot,82.98
29.8,133716,14.7,temperate,90.29
18.2,120508,55.3,temperate,90.22
27.5,120385,72.9,hot,87.79
92.6,139058,35.5,cold,88.79
9.1,37748,16.3,temperate,97.85
83.3,130101,22.7,temperate,87.7
68.0,68725,81.8,hot,91.91
79.7,145463,26.8,cold,86.36
93.7,94149,77.5,temperate,90.35
80.8,128713,33.1,hot,88.17
90.6,81996,18.9,temperate,91.21
12.2,46096,72.7,temperate,93.07
76.4,91513,46.9,cold,89.99
52.4,118058,3.1,hot,90.8
52.2,137894,96.0,cold,85.25
86.3,78790,14.8,temperate,91.94
93.3,179778,35.3,hot,84.11
67.7,159679,38.5,hot,85.13
46.4,79707,48.9,hot,89.86
43.8,115593,78.5,hot,86.57
37.1,79221,0.6,temperate,93.38
34.7,47431,93.2,temperate,92.36
37.6,94760,64.6,hot,89.93
8.6,17543,95.1,cold,96.51
7.4,111612,81.7,hot,87.21
74.9,173304,92.8,temperate,85.16
42.8,134279,60.1,cold,88.26
89.3,141958,35.7,cold,88.65
58.8,115890,44.3,temperate,90.61
3.4,120967,65.8,temperate,90.48
15.1,42350,42.7,hot,94.54
19.8,25579,73.2,hot,92.8
93.7,145492,9.2,temperate,89.71
21.0,56951,83.0,hot,89.41
49.5,79941,20.4,temperate,93.66
89.9,75744,94.4,hot,87.93
93.8,149724,15.6,cold,87.41
22.7,50593,12.9,cold,94.76
4.7,26472,81.2,cold,94.36
14.7,17140,81.9,temperate,96.08
6.1,48790,73.9,hot,97.32
18.7,121086,96.1,hot,89.52
54.6,85886,27.1,temperate,91.36
87.6,154485,82.7,temperate,86.45
51.6,133763,35.2,temperate,90.2
60.1,89451,53.7,temperate,89.55
19.4,114746,44.6,temperate,89.43
76.9,147072,0.6,hot,88.4
59.3,116532,57.4,hot,89.21
83.0,69250,74.8,temperate,88.43
91.1,80118,17.5,temperate,91.09
33.4,146736,93.2,cold,87.3
8.7,101120,53.0,temperate,91.84
21.7,130582,17.8,temperate,92.83
42.0,143304,64.6,cold,85.95
90.8,78109,19.2,hot,93.65
36.3,125286,6.4,temperate,89.53
74.0,115799,68.5,temperate,86.02
51.9,137985,11.1,temperate,90.07
17.5,15431,10.6,hot,95.46
30.8,60243,74.0,cold,91.75
62.7,142414,5.5,cold,89.38
64.6,148991,81.0,hot,85.28
41.7,109147,79.6,hot,87.29
21.9,54442,14.1,hot,95.02
69.3,94996,51.8,cold,89.45
16.2,129522,9.7,temperate,93.05
89.9,127639,63.3,hot,86.39
18.0,68687,6.3,cold,93.45
10.3,74865,94.4,temperate,89.33
47.8,88952,20.8,temperate,92.1
49.9,107885,68.3,temperate,87.88
48.8,92536,12.8,temperate,90.8
41.9,134139,21.0,temperate,90.82
95.5,188671,45.1,hot,82.01
46.7,150756,57.3,temperate,89.47
45.9,105951,99.9,cold,88.17
40.5,86799,2.6,temperate,93.28
6.4,89975,0.0,cold,93.24
56.9,148035,35.0,temperate,89.47
21.9,85795,36.6,cold,92.36
61.2,135006,88.4,hot,85.19
4.9,94034,91.3,cold,91.0
94.2,159678,88.1,hot,81.89
45.0,127056,14.3,hot,87.94
86.1,96778,41.2,hot,87.78
45.7,97850,74.6,hot,89.35
5.8,75419,31.3,cold,94.01
78.9,66074,66.3,cold,91.73
62.2,154570,23.7,cold,87.04
75.0,135744,32.3,hot,88.52
41.1,49750,86.0,cold,91.35
61.2,148998,25.1,temperate,87.68
82.2,154545,96.4,hot,84.59
60.6,141481,30.6,temperate,88.9
33.4,74859,2.4,temperate,93.39
63.6,155507,25.5,hot,87.49
64.5,103432,17.1,temperate,91.18
92.2,145308,50.7,temperate,87.16
35.6,29750,11.3,hot,94.75
40.8,111391,62.6,temperate,88.12
78.0,151151,87.5,temperate,85.94
48.6,108514,36.3,temperate,89.72
70.7,118513,16.8,cold,88.79
44.1,133969,40.0,cold,88.74
20.7,99004,78.6,temperate,91.19
71.5,92985,59.1,temperate,90.25
12.6,125581,10.1,temperate,91.44
19.1,100759,53.7,temperate,90.6
60.2,168699,46.8,hot,86.79
71.7,176333,32.7,temperate,84.03
